"name","norad_id","launch_date","decay_date","time_days","event","end_date","activity_snapshot","launch_site","orbit_center","orbit_class","orbit_type","object_type","owner","country_owner","users","purpose","launch_vehicle","perigee","apogee","inclination","period","mass","expected_lifetime","expected_lifetime_missing"
"STARLINK-3696",51965,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3699",51966,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3681",51968,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3680",51969,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3677",51970,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3669",51971,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3671",51972,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3679",51973,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3672",51974,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3674",51975,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3663",51976,2022-03-09,2025-12-18,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3660",51977,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3666",51978,2022-03-09,2025-01-04,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3656",51979,2022-03-09,2025-09-25,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3649",51980,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3635",51981,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3650",51982,2022-03-09,2025-01-01,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3655",51983,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3664",51984,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3651",51985,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3645",51986,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3644",51987,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3640",51988,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3642",51989,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3657",51990,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3652",51991,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3643",51992,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3648",51993,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3647",51994,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3636",51995,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3538",51996,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3589",51997,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3618",51998,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3667",51999,2022-03-09,2025-10-23,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3653",52000,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3659",52001,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3668",52002,2022-03-09,NA,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"STARLINK-3654",52003,2022-03-09,2025-02-17,418,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Communications","Falcon 9",348,"351",53.2,91.5,260,4,0
"SPACEBEE-121",52009,2022-03-15,2024-03-06,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",506,"543",97.5,94.3,2,2,0
"SPACEBEE-114",52010,2022-03-15,2024-02-25,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",507,"543",97.5,94.3,2,2,0
"SPACEBEE-126",52011,2022-03-15,2024-02-24,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",507,"543",97.5,94.3,2,2,0
"SPACEBEE-118",52012,2022-03-15,2024-02-21,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",507,"542",97.5,94.3,2,2,0
"SPACEBEE-120",52013,2022-03-15,2024-02-24,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",506,"543",97.5,94.3,2,2,0
"SPACEBEE-122",52014,2022-03-15,2024-02-19,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",506,"543",97.5,94.3,2,2,0
"SPACEBEE-119",52015,2022-03-15,2024-03-02,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",506,"543",97.5,94.3,2,2,0
"SPACEBEE-115",52016,2022-03-15,2024-03-11,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Rocket 3.3",506,"543",97.5,94.3,2,2,0
"ORESAT0",52017,2022-03-15,2024-09-29,412,0,2023-05-01,"active","KODAK","EA","LEO","Sun-Synchronous","PAY","US","USA","Civil","Technology Development","Rocket 3.3",506,"543",97.5,94.5,1,4,1
